Pincode,AreaName,Sarvice Type,Transit Time,Rate group
143102,PUNJAB,ODA,2-4 Days,1
143103,PUNJAB,ODA,2-4 Days,1
143104,PUNJAB,ODA,2-4 Days,1
143105,PUNJAB,NORMAL,2-3 Days,1
143106,PUNJAB,NORMAL,2-3 Days,1
143107,PUNJAB,ODA,2-4 Days,1
143108,PUNJAB,ODA,2-4 Days,1
143109,PUNJAB,NORMAL,2-3 Days,1
143110,PUNJAB,ODA,2-4 Days,1
143111,PUNJAB,ODA,2-4 Days,1
143112,PUNJAB,ODA,2-4 Days,1
143113,PUNJAB,ODA,2-4 Days,1
143114,PUNJAB,ODA,2-4 Days,1
143115,PUNJAB,ODA,2-4 Days,1
143116,PUNJAB,ODA,2-4 Days,1
143117,PUNJAB,ODA,2-4 Days,1
143118,PUNJAB,ODA,2-4 Days,1
143119,PUNJAB,ODA,2-4 Days,1
143201,PUNJAB,ODA,2-4 Days,1
143202,PUNJAB,ODA,2-4 Days,1
143203,PUNJAB,ODA,2-4 Days,1
143204,PUNJAB,ODA,2-4 Days,1
